用户id,语音通话整体满意度,网络覆盖与信号强度,语音通话清晰度,语音通话稳定性,是否遇到过网络问题,居民小区,办公室,高校,商业街,地铁,农村,高铁,手机没有信号,有信号无法拨通,通话过程中突然中断,通话中有杂音、听不清、断断续续,串线,通话过程中一方听不见,脱网次数,mos质差次数,未接通掉话次数,4\5G用户,是否关怀用户,套外流量（MB）,是否4G网络客户（本地剔除物联网）,套外流量费（元）,外省语音占比,语音通话-时长（分钟）,省际漫游-时长（分钟）,终端品牌,终端品牌类型,当月ARPU,当月MOU,前3月ARPU,前3月MOU,外省流量占比,GPRS总流量（KB）,GPRS-国内漫游-流量（KB）,是否5G网络客户,客户星级标识,是否投诉,其他,医院,地下,山区,电梯,道路,其他.1
4748,10.0,8.0,10.0,9.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,6.0,0.0,4G,,0.0,是,0.0,0.0,144.0,0.0,苹果,A2108,56.0,144.0,0.0,87.0,0.0,14660297.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4749,9.0,9.0,9.0,10.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,6.0,0.0,0.0,4G,,0.0,是,0.0,0.0,255.0,0.0,苹果,iPhone XR (A1984),40.79,255.0,0.0,247.0,0.0,4254159.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4750,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,5G,,0.0,是,0.0,0.0,292.0,0.0,华为,TAS-AN00,108.8,292.0,0.0,284.0,0.0,46700358.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4751,3.0,3.0,4.0,3.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,0.0,266.0,0.0,华为,VOG-AL00,0.95,266.0,0.0,253.0,0.0,3690064.0,0.0,否,准星,0.0,-1,-1,-1,-1,-1,-1,-1
4752,5.0,5.0,8.0,3.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,4G,,0.0,是,0.0,0.0,59.0,0.0,华为,ELE-AL00,10.2,59.0,0.0,117.0,0.0,30228.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4753,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,5.0,0.0,4G,,0.0,是,0.0,0.0,383.0,0.0,华为,ALP-AL00,88.0,383.0,0.0,389.0,0.0,2313859.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4754,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,9.0,1.0,4G,,0.0,是,0.0,0.0,164.0,0.0,华为,MHA-AL00,39.1,164.0,0.0,360.0,0.0,2381132.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4755,1.0,5.0,5.0,8.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,2G,,0.0,否,0.0,0.0,58.0,0.0,小米科技,M2006C3LC,69.0,58.0,0.0,1782.0,0.0,0.0,0.0,否,未评级,0.0,-1,-1,-1,-1,-1,-1,-1
4756,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,10.0,0.0,5G,是,0.0,是,0.0,0.0,749.0,0.0,华为,DVC-AN20,19.0,749.0,0.0,112.0,0.0,4082033.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4757,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,0.0,0.0,4G,,0.0,是,0.0,0.0,157.0,0.0,华为,BAC-AL00,40.52,157.0,0.0,155.0,0.0,1636539.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4758,7.0,9.0,7.0,8.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4.0,0.0,4G,,0.0,是,0.0,0.0,279.0,0.0,华为,HMA-AL00,128.1,279.0,0.0,139.0,0.0,3707286.0,0.0,否,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
4759,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,0.0,449.0,0.0,华为,JKM-AL00,120.0,449.0,0.0,257.0,0.0,12804375.0,0.0,否,未评级,0.0,-1,-1,-1,-1,-1,-1,-1
4760,8.0,10.0,9.0,9.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,6.0,5.0,5G,,0.0,是,0.0,0.0,1715.0,0.0,小米科技,M2102K1C,29.6,1715.0,0.0,1546.0,0.0,23916306.0,0.0,是,三星,0.0,1,-1,-1,-1,-1,-1,-1
4761,8.0,8.0,8.0,8.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,4.0,0.0,4G,是,0.0,是,0.0,0.0,246.0,0.0,苹果,A2104,66.3,246.0,0.0,362.0,0.0,44390040.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4762,10.0,10.0,10.0,10.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,0.0,96.0,0.0,华为,ARE-AL00,60.0,96.0,0.0,118.0,0.0,24615916.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4763,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,0.0,171.0,0.0,华为,MED-AL00,20.09,171.0,0.0,175.0,0.0,101048.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4764,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,5G,,0.0,是,0.0,0.0,175.0,0.0,小米科技,M2011K2C,62.2,175.0,0.0,38.0,0.0,6175553.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4765,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,12.0,1.0,4G,,0.0,是,0.0,0.0,97.0,0.0,华为,ELE-AL00,58.0,97.0,0.0,234.0,0.0,2406919.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4766,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,5.0,0.0,4G,是,0.0,是,0.0,0.0,320.0,0.0,华为,HMA-AL00,35.0,320.0,0.0,118.0,0.0,15789867.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4767,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,9.0,0.0,4G,是,0.0,是,0.0,0.0,235.0,0.0,华为,VIE-AL10,49.0,235.0,0.0,162.0,0.0,2923447.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4768,8.0,8.0,7.0,6.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.0,0.0,4G,,0.0,是,0.0,0.0,360.0,0.0,华为,ELE-AL00,49.4,360.0,0.0,410.0,0.0,35070235.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4769,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,5G,,0.0,是,0.0,0.0,97.0,0.0,华为,TAS-AN00,10.15,97.0,0.0,217.0,0.0,2294611.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4770,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,45.0,0.0,32.0,0.0,苹果,iPhone X A1865,117.68,32.0,0.0,1409.0,0.0,31174.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4771,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,11.0,2.0,4G,,0.0,是,0.0,0.0,1009.0,0.0,华为,SPN-AL00,21.0,1009.0,0.0,958.0,0.0,2453999.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4772,10.0,10.0,10.0,9.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,4.0,0.0,4G,,0.0,是,0.0,0.0,214.0,0.0,华为,JAD-AL00,55.0,214.0,0.0,140.0,0.0,769061.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4773,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,21.0,2.0,5G,,0.0,是,0.0,0.0,416.0,0.0,华为,ANA-AN00,75.0,416.0,0.0,106.0,0.0,5635054.0,0.0,是,二星,0.0,-1,-1,-1,-1,-1,-1,-1
4774,6.0,7.0,6.0,5.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,1.0,0.0,5G,,0.0,是,0.0,0.0,441.0,0.0,小米科技,M2001G7AE,68.0,441.0,0.0,366.0,0.0,7166941.0,0.0,是,三星,0.0,1,-1,-1,-1,-1,-1,-1
4775,10.0,9.0,10.0,9.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,0.0,4G,,0.0,是,0.0,0.0,124.0,0.0,华为,ALP-AL00,88.29,124.0,0.0,301.0,0.0,2304721.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4776,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.0,0.0,1.0,4G,,0.0,是,0.0,0.0,723.0,0.0,苹果,A2104,180.6,723.0,0.0,1397.0,0.0,645919.0,0.0,否,银卡,0.0,1,-1,-1,-1,-1,-1,1
4777,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,5.0,0.0,4G,,0.0,是,0.0,0.0,213.0,0.0,华为,HMA-AL00,79.2,213.0,0.0,108.0,0.0,27457304.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4778,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41.0,0.0,0.0,5G,,0.0,是,30.0,0.0,342.0,0.0,欧珀,PEPM00,189.0,342.0,0.0,299.0,0.0,55819147.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4779,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.0,1.0,5G,,0.0,是,0.0,0.0,981.0,0.0,华为,NOH-AN00,113.3,981.0,0.0,747.0,0.0,12721490.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4780,10.0,9.0,9.0,9.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,0.0,0.0,4G,,0.0,是,0.0,0.0,110.0,0.0,苹果,A2223,55.3,110.0,0.0,175.0,0.0,46919311.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4781,8.0,8.0,8.0,7.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,0.0,169.0,0.0,苹果,A2217,65.0,169.0,0.0,180.0,0.0,10596287.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4782,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,8.0,0.0,4G,,0.0,是,0.0,0.0,11590.0,0.0,华为,ARS-AL00,30.0,11590.0,0.0,6200.0,0.0,3901141.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4783,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,3.0,5G,,0.0,是,0.0,0.0,159.0,0.0,小米科技,M2007J22C,60.0,159.0,0.0,181.0,0.0,6463375.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4784,10.0,10.0,10.0,10.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,7.0,0.0,4G,,0.0,是,0.0,0.0,115.0,0.0,华为,BKL-AL20,111.0,115.0,0.0,265.0,0.0,43012791.0,0.0,否,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
4785,9.0,9.0,9.0,8.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,5G,,0.0,是,60.0,0.0,969.0,0.0,华为,LIO-AN00,152.16,969.0,0.0,1066.0,0.0,13187577.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4786,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,0.0,0.0,4G,,0.0,是,0.0,0.0,396.0,0.0,华为,VCE-AL00,100.1,396.0,0.0,485.0,0.0,12043567.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4787,10.0,10.0,10.0,10.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,5.0,0.0,4G,,0.0,是,0.0,0.0,152.0,0.0,华为,FIG-AL10,109.0,152.0,0.0,270.0,0.0,20603522.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4788,9.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,7.0,0.0,4G,,0.0,是,0.0,0.0,250.0,0.0,华为,ELS-AN00,60.1,250.0,0.0,373.0,0.0,51313330.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4789,8.0,9.0,8.0,8.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,15.0,0.0,4G,,0.0,是,0.0,0.0,361.0,0.0,三星,SM-G9750,19.0,361.0,0.0,222.0,0.0,6304459.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4790,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,60.0,1.0,4G,,0.0,是,0.0,0.0,172.0,0.0,华为,KKG-AN00,102.9,172.0,0.0,198.0,0.0,17031617.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4791,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,5G,,0.0,是,30.0,0.0,615.0,0.0,步步高,V2121A,168.69,615.0,0.0,474.0,0.0,7440271.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4792,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,4.0,1.0,4G,,0.0,是,0.0,0.0,531.0,0.0,华为,TAS-AN00,108.6,531.0,0.0,511.0,0.0,7779546.0,0.0,否,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
4793,10.0,9.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.0,0.0,4G,,0.0,是,0.0,0.0,858.0,0.0,步步高,V2148A,31.4,858.0,0.0,667.0,0.0,13850508.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4794,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,5G,,244.82,是,60.0,0.0,586.0,0.0,苹果,A2404,147.91,586.0,0.0,860.0,0.0,27494361.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4795,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,0.0,0.0,4G,,0.0,是,0.0,0.0,59.0,0.0,华为,TAS-AL00,43.0,59.0,0.0,134.0,0.0,21152936.0,0.0,否,二星,0.0,-1,-1,-1,-1,-1,-1,-1
4796,10.0,9.0,9.0,9.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,11.0,0.0,4G,,0.0,是,0.0,0.0,357.0,0.0,0,0,116.01,357.0,0.0,611.0,0.0,8505569.0,0.0,否,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
4797,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.0,2.0,4G,,0.0,是,0.0,0.0,908.0,0.0,华为,TAS-AN00,104.04,908.0,0.0,352.0,0.0,363519.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4798,6.0,7.0,8.0,5.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,2.0,0.0,5G,,0.0,是,0.0,0.0,169.0,0.0,苹果,A2412,60.0,169.0,0.0,291.0,0.0,3706010.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4799,10.0,10.0,10.0,10.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,2.0,1.0,5G,是,0.0,是,0.0,0.0,581.0,0.0,华为,TAS-AN00,58.0,581.0,0.0,382.0,0.0,1289692.0,0.0,是,三星,0.0,1,-1,-1,-1,-1,-1,-1
4800,4.0,5.0,5.0,7.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,0.0,102.0,0.0,小米科技,M2007J1SC,20.0,102.0,0.0,161.0,0.0,320137.0,0.0,否,二星,0.0,-1,-1,-1,-1,-1,-1,-1
4801,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,5.0,0.0,4G,,0.0,是,0.0,0.0,201.0,0.0,华为,TAS-AL00,38.0,201.0,0.0,157.0,0.0,11871356.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4802,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,8.0,0.0,5G,,0.0,是,0.0,0.0,587.0,0.0,苹果,A2412,72.0,587.0,0.0,1261.0,0.0,4694732.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4803,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,5.0,5.0,4G,,0.0,是,0.0,0.0,194.0,0.0,华为,VOG-AL10,45.0,194.0,0.0,181.0,0.0,19815016.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4804,10.0,10.0,10.0,10.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,21.0,3.0,4G,,0.0,是,0.0,0.0,95.0,0.0,锤子,OE106,80.0,95.0,0.0,228.0,0.0,7603788.0,0.0,否,二星,0.0,-1,-1,-1,-1,-1,-1,-1
4805,8.0,7.0,7.0,7.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,4.0,0.0,4G,,0.0,是,0.0,0.0,269.0,0.0,苹果,iPhone 7Plus A1661,68.0,269.0,0.0,280.0,0.0,14976003.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4806,5.0,9.0,7.0,5.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,5G,是,0.0,是,0.0,0.0,501.0,0.0,欧珀,PEPM00,130.0,501.0,0.0,483.0,0.0,5537894.0,0.0,是,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
4807,10.0,10.0,10.0,10.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,1.0,1.0,5G,,0.0,是,0.0,0.0,101.0,0.0,步步高,V2031A,25.0,101.0,0.0,160.0,0.0,2249987.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4808,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,3.0,0.0,4G,,0.0,是,0.0,0.0,95.0,0.0,小米科技,M1902F1A,39.0,95.0,0.0,105.0,0.0,16698842.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4809,10.0,10.0,10.0,10.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,0.0,388.0,0.0,华为,MHA-AL00,10.0,388.0,0.0,248.0,0.0,2264471.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4810,8.0,8.0,8.0,8.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,5G,,0.0,是,0.0,0.0,1031.0,0.0,华为,ELS-AN00,335.5,1031.0,0.0,1462.0,0.0,7566640.0,0.0,是,白金卡,0.0,-1,-1,-1,-1,-1,-1,-1
4811,2.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,0.0,997.0,0.0,苹果,iPhone X A1865,140.0,997.0,0.0,835.0,0.0,44797354.0,0.0,否,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
4812,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,2.0,0.0,4G,,0.0,是,0.0,0.0,312.0,0.0,华为,JSN-AL00a,80.0,312.0,0.0,302.0,0.0,40631397.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4813,5.0,3.0,3.0,3.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,0.0,419.0,0.0,苹果,A2217,127.8,419.0,0.0,338.0,0.0,8894010.0,0.0,否,二星,0.0,-1,-1,-1,-1,-1,-1,-1
4814,10.0,10.0,10.0,10.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,6.0,0.0,0.0,4G,,0.0,是,0.0,0.0,241.0,0.0,华为,LYA-AL00,39.0,241.0,0.0,290.0,0.0,7493351.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
4815,5.0,6.0,7.0,8.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,6.0,0.0,0.0,5G,,0.0,是,0.0,0.0,291.0,0.0,苹果,A2634,162.0,291.0,0.0,292.0,0.0,72070857.0,0.0,是,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
4816,9.0,6.0,9.0,9.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,28.0,1.0,4G,,0.0,是,0.0,0.0,163.0,0.0,苹果,A2104,24.0,163.0,0.0,108.0,0.0,6842129.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
