用户,手机上网整体满意度,网络覆盖与信号强度,手机上网速度,手机上网稳定性,上网质差次数,脱网次数,微信质差次数,套外流量（MB）,套外流量费（元）,是否不限量套餐到达用户,终端品牌,终端品牌类型,是否5G网络客户,当月MOU,客户星级标识,场景问题次数,现象问题次数,大类问题次数,小类视频问题次数,小类游戏问题次数,全部应用问题次数,性别_女,性别_性别不详,性别_男
用户5456,9,8,9,8,0,0,4,0.0,20.0,0,21,1,1,85.0,3,0,0,0,0,0,0,0,0,1
用户5457,7,6,7,5,0,0,5,0.0,0.0,0,3,17,1,270.0,2,2,2,0,0,0,0,0,0,1
用户5458,10,10,10,10,0,0,0,0.0,0.0,0,16,17,0,160.0,3,0,0,0,0,0,0,1,0,0
用户5459,3,3,3,5,0,0,0,0.0,37.0,0,21,1,1,68.0,2,4,4,2,0,0,0,1,0,0
用户5460,3,1,3,1,0,14,1,0.0,0.0,0,21,1,1,803.0,1,4,2,0,0,0,0,0,1,0
用户5461,10,10,10,10,0,0,0,0.0,0.0,0,11,17,1,7.0,1,0,0,0,0,0,0,0,0,1
用户5462,1,6,1,1,0,0,2,0.0,18.0,0,21,1,1,241.0,2,4,4,2,0,0,0,0,0,1
用户5463,10,10,10,10,0,0,0,0.0,0.0,0,21,1,1,1282.0,2,1,2,5,0,10,0,0,0,1
用户5464,7,7,7,6,0,6,15,0.0,0.0,0,21,1,1,114.0,1,2,3,2,0,0,10,0,1,0
用户5465,3,1,1,1,0,0,7,0.0,0.0,0,21,1,0,372.0,0,2,4,2,0,0,10,0,1,0
用户5466,10,8,10,10,0,0,0,0.0,0.0,0,8,17,1,84.0,4,0,0,0,0,0,0,0,0,1
用户5467,3,8,7,3,0,0,0,0.0,0.0,0,21,1,0,105.0,-1,3,3,4,0,0,0,0,1,0
用户5468,6,6,6,5,0,0,0,0.0,0.0,0,21,1,1,70.0,1,1,1,0,0,0,0,0,0,1
用户5469,1,8,4,3,0,0,0,0.0,157.0,0,11,17,1,126.0,3,1,1,0,0,0,0,0,0,1
用户5470,10,10,10,10,0,0,0,0.0,0.0,0,21,1,0,135.0,1,0,0,0,0,0,0,0,0,1
用户5471,8,8,8,9,0,0,4,0.0,0.0,0,21,14,0,134.0,1,1,3,3,0,0,0,0,0,1
用户5472,3,3,3,1,0,0,0,0.0,0.0,0,8,17,0,164.0,4,1,1,0,0,0,0,0,0,1
用户5473,2,2,2,7,1,50,0,0.0,0.0,0,21,1,0,469.0,2,3,4,4,0,0,0,0,0,1
用户5474,6,8,8,8,0,0,1,536.99,17.0,0,15,17,1,16.0,1,0,0,0,0,0,0,1,0,0
用户5475,8,10,9,8,0,0,0,45.26,27.0,0,8,17,0,3.0,-1,0,0,0,0,0,0,0,0,1
用户5476,9,9,9,10,0,0,0,0.0,0.0,0,8,17,1,1894.0,2,0,0,0,0,0,0,0,0,1
用户5477,1,1,1,6,0,0,0,0.0,0.0,0,11,17,0,0.0,1,1,3,2,10,10,0,0,0,1
用户5478,3,6,2,2,1,9,6,0.0,0.0,1,11,17,1,234.0,2,3,4,2,0,0,0,0,0,1
用户5479,2,1,1,1,0,6,7,0.0,0.0,0,21,1,1,148.0,2,3,4,0,0,0,0,1,0,0
用户5480,8,8,8,8,0,0,0,0.0,0.0,0,8,17,1,947.0,4,2,2,1,10,0,0,0,0,1
用户5481,10,10,10,10,0,0,0,0.0,0.0,0,21,1,1,60.0,2,0,0,0,0,0,0,0,0,1
用户5482,10,10,10,10,0,0,0,0.0,0.0,0,21,1,0,143.0,2,0,0,0,0,0,0,0,0,1
用户5483,9,8,9,7,0,0,6,0.0,0.0,1,21,14,0,2901.0,3,2,2,1,0,0,10,0,0,1
用户5484,1,2,2,1,0,0,0,0.0,0.0,0,16,17,0,0.0,-1,3,4,2,10,0,10,0,0,1
用户5485,3,3,6,3,4,0,0,0.0,0.0,0,21,1,1,203.0,2,3,4,2,0,0,0,1,0,0
用户5486,5,5,10,5,0,0,0,0.0,0.0,0,8,17,0,27.0,2,1,2,0,0,0,0,0,0,1
用户5487,9,8,8,9,2,0,0,0.0,0.0,0,16,17,0,687.0,4,1,1,0,0,0,0,0,0,1
用户5488,10,10,10,10,0,0,0,7.01,1.0,0,11,17,1,4.0,0,0,0,0,0,0,0,0,0,1
用户5489,10,9,10,9,0,0,3,0.0,0.0,0,21,1,0,83.0,2,0,0,0,0,0,0,1,0,0
用户5490,5,5,5,5,0,0,4,0.0,0.0,0,21,1,1,582.0,3,1,1,0,0,0,0,1,0,0
用户5491,10,10,10,10,0,0,0,106.0,17.0,0,8,17,0,3.0,2,1,0,0,0,0,0,0,0,1
用户5492,1,1,1,2,0,0,0,0.0,0.0,0,21,1,0,105.0,4,3,2,5,0,0,10,0,0,1
用户5493,7,5,5,6,0,0,0,0.0,0.0,0,21,1,0,33.0,2,3,3,2,0,0,10,1,0,0
用户5494,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,2877.0,2,3,2,0,0,0,0,0,0,1
用户5495,7,6,7,5,2,34,2,0.0,0.0,0,8,17,0,645.0,1,7,4,4,10,10,10,0,0,1
用户5496,2,2,2,2,0,6,0,0.0,0.0,0,21,1,0,94.0,1,2,4,2,0,0,0,0,0,1
用户5497,3,1,1,1,0,0,1,0.0,0.0,0,21,1,1,69.0,4,13,2,0,0,0,0,0,0,1
用户5498,10,10,10,10,0,20,0,0.0,0.0,0,15,17,1,43.0,2,0,0,0,0,0,0,1,0,0
用户5499,8,7,6,8,0,0,0,0.0,0.0,0,21,1,1,199.0,4,0,0,0,0,0,0,0,0,1
用户5500,5,5,5,5,0,26,2,0.0,0.0,0,21,1,0,136.0,3,1,1,0,0,0,0,1,0,0
用户5501,10,10,10,10,3,0,0,0.0,0.0,0,21,14,0,364.0,4,0,0,0,0,0,0,0,0,1
用户5502,10,10,10,10,0,0,0,0.0,0.0,0,21,14,0,595.0,2,0,0,0,0,0,0,0,0,1
用户5503,10,8,8,8,0,0,0,0.0,0.0,0,15,17,0,0.0,1,13,1,1,0,0,0,0,0,1
用户5504,8,7,8,6,0,0,0,0.0,0.0,0,21,1,0,34.0,1,3,1,0,0,0,0,1,0,0
用户5505,4,4,4,4,0,0,0,0.0,0.0,1,21,1,0,199.0,3,1,1,0,0,0,0,0,0,1
用户5506,1,4,5,5,0,0,2,0.0,0.0,1,21,1,1,571.0,3,1,2,1,0,0,0,0,0,1
用户5507,10,10,10,10,0,0,0,0.0,0.0,0,21,14,1,45.0,-1,0,0,0,0,0,0,0,0,1
用户5508,7,8,7,6,0,0,4,0.0,0.0,0,21,1,1,75.0,4,1,2,0,0,0,0,1,0,0
用户5509,9,9,9,9,0,0,0,0.0,0.0,0,15,17,0,102.0,1,0,0,0,0,0,0,1,0,0
用户5510,10,10,10,10,2,0,0,0.0,0.0,0,16,17,0,313.0,3,0,0,0,0,0,0,1,0,0
用户5511,8,9,7,7,0,0,0,0.0,0.0,0,21,14,0,231.0,2,0,0,0,0,0,0,1,0,0
用户5512,4,5,3,3,0,6,0,846.34,22.0,0,11,17,1,50.0,1,3,3,2,0,10,0,0,0,1
用户5513,10,10,10,10,0,0,0,0.0,0.0,0,21,14,0,109.0,3,0,0,0,0,0,0,0,0,1
用户5514,10,10,9,9,0,0,0,0.0,0.0,0,8,17,1,126.0,0,3,2,0,0,0,0,0,0,1
用户5515,1,2,2,1,0,0,0,0.0,56.0,0,21,14,0,51.0,2,0,1,0,0,0,0,0,0,1
用户5516,10,10,10,10,0,0,0,0.0,0.0,0,15,17,0,111.0,2,0,0,0,0,0,0,0,0,1
用户5517,8,6,5,6,0,0,0,0.0,0.0,1,21,1,1,14.0,2,1,2,0,0,0,0,1,0,0
用户5518,2,2,3,3,0,0,0,72.84,37.0,0,21,14,1,161.0,-1,3,3,0,0,0,0,0,0,1
用户5519,9,9,8,8,0,0,8,0.0,0.0,0,8,17,0,60.0,2,1,2,0,0,0,0,0,0,1
用户5520,8,8,8,8,0,0,0,0.0,0.0,0,14,9,0,249.0,2,0,0,0,0,0,0,0,0,1
用户5521,3,4,1,3,0,0,2,0.0,0.0,0,8,17,0,49.0,4,1,3,2,0,0,0,1,0,0
用户5522,10,10,10,10,0,0,0,0.0,0.0,0,16,17,1,154.0,3,0,0,0,0,0,0,0,1,0
用户5523,8,8,8,5,0,0,0,0.0,0.0,0,11,17,1,48.0,5,3,2,0,0,0,0,0,0,1
用户5524,2,2,2,2,0,0,0,0.0,32.0,0,21,14,0,9.0,1,5,3,5,0,0,0,1,0,0
用户5525,7,10,5,10,0,0,0,0.0,0.0,0,11,17,1,87.0,1,0,0,0,0,0,0,0,0,1
用户5526,9,10,8,10,0,0,0,0.0,0.0,0,8,17,0,53.0,3,0,0,0,0,0,0,1,0,0
用户5527,10,10,10,10,0,0,0,0.0,0.0,0,8,17,1,76.0,2,0,0,0,0,0,0,1,0,0
用户5528,10,10,8,9,0,0,0,0.0,0.0,0,8,17,1,15.0,2,0,0,0,0,0,0,0,0,1
用户5529,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,254.0,2,0,0,0,0,0,0,0,0,1
用户5530,10,10,10,10,0,0,0,0.0,0.0,0,15,17,1,103.0,2,0,0,0,0,0,0,0,0,1
用户5531,10,10,8,10,0,0,0,0.0,0.0,0,1,17,1,4.0,0,0,0,0,0,0,0,0,0,1
用户5532,10,10,10,10,0,0,1,0.0,0.0,0,11,17,1,40.0,0,3,4,3,0,0,0,0,0,1
用户5533,1,7,7,1,0,0,0,19.61,4.06,0,21,1,0,39.0,2,3,2,0,0,0,0,0,0,1
用户5534,8,6,7,8,1,0,0,0.0,0.0,0,8,17,0,523.0,3,1,2,0,0,0,0,0,0,1
用户5535,8,1,8,3,0,0,0,0.0,0.0,1,21,1,1,232.0,2,2,2,0,0,0,0,0,0,1
用户5536,1,1,1,1,0,7,0,0.0,0.0,0,11,17,1,19.0,3,2,2,0,0,0,0,1,0,0
用户5537,10,10,10,10,1,0,0,6177.57,81.0,0,11,17,1,8.0,1,0,0,0,0,0,0,0,0,1
用户5538,10,9,9,10,0,0,0,0.0,20.0,0,11,17,0,68.0,2,2,2,2,0,0,0,0,0,1
用户5539,5,7,4,2,0,0,0,0.0,0.0,0,8,17,0,33.0,5,3,1,0,0,0,0,0,0,1
用户5540,4,5,3,2,0,0,0,0.0,6.38,0,11,17,1,18.0,0,3,4,4,0,10,10,0,0,1
用户5541,10,10,10,10,0,0,0,0.0,0.0,0,21,14,0,97.0,2,2,2,1,0,0,0,1,0,0
用户5542,1,1,1,1,0,0,0,7.23,30.0,0,15,17,1,6.0,-1,1,2,0,0,0,0,1,0,0
用户5543,10,10,10,10,0,0,0,0.0,0.0,1,21,14,0,277.0,3,0,0,0,0,0,0,0,0,1
用户5544,5,5,8,4,0,0,0,7.72,30.0,0,8,17,1,60.0,0,0,0,0,0,0,0,0,0,1
用户5545,5,8,8,4,0,0,0,0.0,0.0,0,11,17,0,70.0,1,2,1,0,0,0,0,0,1,0
用户5546,10,10,10,10,0,0,1,0.0,0.0,0,8,17,0,31.0,2,0,0,0,0,0,0,0,0,1
用户5547,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,96.0,2,0,0,0,0,0,0,0,0,1
用户5548,6,5,6,6,0,0,0,0.0,0.0,0,21,14,0,4.0,0,2,3,2,0,0,0,0,0,1
用户5549,9,7,6,6,0,14,0,0.0,90.0,0,21,1,1,0.0,-1,3,3,0,0,0,0,1,0,0
用户5550,1,1,1,1,0,0,0,1340.02,21.0,0,16,17,1,48.0,-1,1,2,0,0,0,0,0,0,1
用户5551,9,8,10,9,1,8,0,0.0,0.0,0,21,1,0,749.0,2,1,1,0,0,0,0,1,0,0
用户5552,6,6,5,6,0,0,2,0.0,0.0,0,21,1,1,6.0,2,2,2,0,0,0,0,1,0,0
用户5553,1,1,1,1,0,0,0,0.0,0.0,0,21,1,1,25.0,2,2,1,0,0,0,0,0,0,1
用户5554,9,8,9,9,2,33,0,0.0,0.0,0,15,17,1,300.0,1,0,0,0,0,0,0,0,0,1
用户5555,10,10,10,10,3,41,0,0.0,0.0,0,8,17,0,179.0,2,0,0,0,0,0,0,0,0,1
用户5556,10,10,10,10,0,0,0,0.0,0.0,0,21,1,0,206.0,4,0,0,0,0,0,0,1,0,0
用户5557,10,10,10,10,0,0,0,0.0,60.0,0,11,17,0,74.0,2,1,1,0,0,0,0,0,0,1
用户5558,7,5,4,4,0,6,0,35.42,8.99,0,21,14,0,541.0,2,1,1,0,0,0,0,0,0,1
用户5559,10,10,10,10,0,0,0,0.0,0.0,1,15,17,1,154.0,3,0,0,0,0,0,0,0,0,1
用户5560,6,6,6,6,0,0,0,0.0,0.0,0,21,1,0,125.0,3,1,3,2,0,0,0,1,0,0
用户5561,9,8,8,9,0,0,1,0.0,0.0,0,8,17,1,85.0,4,0,1,0,0,0,0,1,0,0
用户5562,6,5,5,2,0,17,0,0.0,0.0,0,21,1,1,84.0,3,4,4,3,0,0,0,1,0,0
用户5563,6,5,6,5,0,7,1,0.0,0.0,0,21,1,1,142.0,4,5,4,4,10,0,10,1,0,0
用户5564,8,5,5,5,0,0,0,0.0,0.0,0,21,1,1,68.0,3,0,0,0,0,0,0,1,0,0
用户5565,10,10,10,10,0,0,0,0.0,0.0,0,21,1,1,264.0,3,1,1,0,0,0,0,0,0,1
用户5566,8,9,9,8,0,0,0,0.0,0.0,0,11,17,0,90.0,2,2,3,0,0,0,0,0,0,1
用户5567,10,10,10,10,0,0,0,0.0,0.0,0,11,17,0,38.0,3,3,3,3,0,0,0,0,0,1
用户5568,9,9,9,8,0,0,1,0.0,0.0,0,21,1,0,38.0,3,0,0,0,0,0,0,1,0,0
用户5569,9,9,9,9,0,0,0,7.1,0.29,0,21,14,0,1087.0,4,3,2,2,0,0,0,0,0,1
用户5570,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,126.0,4,0,0,0,0,0,0,0,0,1
用户5571,8,8,7,7,0,0,1,0.0,0.0,1,21,14,0,320.0,3,3,3,2,0,0,0,0,0,1
用户5572,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,24.0,4,3,2,0,0,0,0,0,0,1
用户5573,9,9,9,9,0,0,0,3496.44,51.0,0,8,17,1,11.0,3,2,2,1,0,0,0,0,0,1
用户5574,10,8,8,8,1,0,0,0.0,0.0,0,11,17,0,276.0,3,7,4,4,0,0,0,0,0,1
用户5575,10,10,10,10,0,0,1,0.0,0.0,0,16,17,0,47.0,3,0,0,0,0,0,0,0,0,1
用户5576,10,10,10,10,0,125,0,0.0,0.0,1,21,1,0,329.0,3,0,0,0,0,0,0,1,0,0
用户5577,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,63.0,3,0,0,0,0,0,0,1,0,0
用户5578,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,28.0,2,0,0,0,0,0,0,0,0,1
用户5579,9,8,10,10,0,0,0,0.0,0.0,0,4,17,0,112.0,3,1,1,0,0,0,0,0,0,1
用户5580,9,9,8,8,0,0,2,0.0,0.0,0,21,1,0,181.0,3,0,0,0,0,0,0,0,0,1
用户5581,1,6,1,1,0,12,11,10.02,3.0,0,8,17,0,90.0,2,7,2,4,10,0,0,0,0,1
用户5582,6,6,7,6,0,0,0,0.0,0.0,1,8,17,1,247.0,3,5,2,0,0,0,0,0,0,1
用户5583,10,6,8,8,1,0,0,27.04,6.81,0,21,14,0,44.0,2,1,1,1,0,0,0,0,0,1
用户5584,10,10,10,10,0,6,0,0.0,0.0,0,8,17,1,685.0,4,0,0,0,0,0,0,0,0,1
用户5585,8,7,8,7,0,0,0,0.0,0.0,0,21,1,1,203.0,2,2,1,0,0,0,0,0,0,1
用户5586,10,10,10,10,0,0,0,0.0,0.0,0,15,17,0,128.0,3,1,1,0,0,0,0,0,0,1
用户5587,10,10,10,10,0,0,0,0.0,0.0,0,15,17,1,685.0,3,1,1,0,0,0,0,0,0,1
用户5588,10,10,10,10,0,0,0,0.0,0.0,0,16,17,1,271.0,2,0,0,0,0,0,0,0,0,1
用户5589,9,10,9,10,0,0,0,0.0,0.0,0,11,17,0,2.0,1,0,0,0,0,0,0,1,0,0
用户5590,10,10,10,10,0,0,13,0.0,0.0,0,11,17,1,140.0,3,0,0,0,0,0,0,0,0,1
用户5591,10,10,9,10,0,0,2,0.0,0.0,0,8,17,0,48.0,3,3,3,2,0,0,0,1,0,0
用户5592,10,10,10,10,0,0,0,0.0,0.0,0,21,1,0,35.0,3,0,0,0,0,0,0,1,0,0
用户5593,10,10,10,10,0,0,0,0.0,0.0,0,11,17,0,276.0,3,2,2,2,0,0,0,0,0,1
用户5594,6,5,5,5,0,0,0,0.0,0.0,0,21,1,1,267.0,3,3,3,2,0,0,0,0,0,1
用户5595,7,8,7,6,0,0,2,0.0,0.0,0,8,17,1,27.0,2,2,1,0,0,0,0,0,0,1
用户5596,1,1,1,1,0,0,1,0.0,0.0,0,11,17,1,317.0,3,2,4,5,10,10,10,0,0,1
用户5597,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,175.0,4,0,0,0,0,0,0,0,1,0
用户5598,10,10,10,10,0,0,0,0.0,0.0,0,15,17,1,268.0,2,0,0,0,0,0,0,0,0,1
用户5599,8,8,8,8,0,0,0,0.0,0.0,0,7,17,1,512.0,5,2,1,0,0,0,0,0,1,0
用户5600,10,10,10,10,0,0,0,0.0,0.0,0,16,17,0,57.0,3,0,0,0,0,0,0,0,1,0
用户5601,1,1,1,1,0,0,0,0.0,0.0,0,21,14,0,961.0,3,1,4,3,10,10,10,1,0,0
用户5602,10,10,10,10,2,0,1,0.0,0.0,0,8,17,0,836.0,5,0,0,0,0,0,0,0,1,0
用户5603,10,10,10,10,0,0,0,0.0,10.0,0,21,1,0,247.0,1,2,1,0,0,0,0,1,0,0
用户5604,10,10,10,10,0,0,20,1981.26,57.0,0,21,1,0,1105.0,6,0,0,0,0,0,0,0,1,0
用户5605,10,10,10,10,0,0,0,0.0,0.0,0,21,1,1,1247.0,1,0,0,0,0,0,0,0,1,0
用户5606,10,10,10,10,0,0,1,0.0,0.0,1,8,17,0,81.0,3,0,0,0,0,0,0,0,1,0
用户5607,5,1,1,1,0,0,0,0.0,0.0,0,8,17,0,115.0,3,1,2,0,0,0,0,0,0,1
用户5608,5,5,4,5,0,0,0,0.0,0.0,0,16,17,1,1407.0,3,0,3,0,0,0,0,0,0,1
用户5609,7,6,7,5,0,0,0,0.0,0.0,0,21,14,0,1638.0,4,7,3,4,0,0,10,1,0,0
用户5610,10,10,10,10,0,0,0,0.0,0.81,0,15,17,0,19.0,3,0,0,0,0,0,0,1,0,0
用户5611,8,8,8,9,0,0,0,0.0,0.0,1,9,17,0,243.0,4,2,1,0,0,0,0,0,0,1
用户5612,1,1,1,1,2,0,2,0.0,0.0,1,8,17,1,1217.0,3,2,4,4,0,10,10,1,0,0
用户5613,10,10,10,10,0,0,3,0.0,0.0,1,8,17,0,1733.0,3,0,0,0,0,0,0,1,0,0
用户5614,5,4,5,5,0,22,1,0.0,0.0,0,21,1,1,159.0,3,1,4,2,0,0,0,1,0,0
用户5615,10,10,10,10,0,0,0,0.0,0.0,0,21,1,1,240.0,-1,0,0,0,0,0,0,0,0,1
用户5616,5,6,6,6,0,7,0,71.71,18.41,0,8,17,0,15.0,3,3,2,1,0,0,0,1,0,0
用户5617,1,1,2,1,0,0,1,0.0,0.0,0,21,1,1,16.0,3,6,3,5,0,0,0,0,0,1
用户5618,10,10,10,10,0,0,1,0.0,0.0,0,11,17,0,185.0,2,1,1,0,0,0,0,0,0,1
用户5619,9,8,9,9,0,0,0,491.06,120.0,0,21,1,0,80.0,3,3,4,0,0,0,0,0,0,1
用户5620,8,8,8,9,0,0,0,0.0,0.0,0,11,17,1,488.0,3,1,1,0,0,0,0,0,0,1
用户5621,10,8,8,9,0,0,0,0.0,0.0,0,11,17,1,5.0,2,0,0,0,0,0,0,1,0,0
用户5622,3,3,3,2,0,64,5,0.0,0.0,1,21,1,0,65.0,3,2,4,0,0,0,0,1,0,0
用户5623,3,2,7,3,0,0,0,0.0,0.0,0,21,1,1,535.0,4,3,2,0,0,0,0,0,0,1
用户5624,7,4,4,4,0,13,0,0.0,0.0,0,8,17,0,32.0,3,1,2,2,0,0,0,0,0,1
用户5625,8,8,9,8,0,0,0,0.0,0.0,1,21,1,1,56.0,3,2,2,2,0,0,0,1,0,0
用户5626,9,8,9,9,0,0,0,0.0,0.0,0,25,17,0,68.0,3,4,4,5,10,0,0,0,0,1
用户5627,10,10,10,10,0,0,0,0.0,0.0,0,21,1,0,85.0,4,5,1,0,0,0,0,0,0,1
用户5628,10,8,7,8,0,0,0,0.0,0.0,0,11,17,1,192.0,2,1,1,0,0,0,0,0,0,1
用户5629,10,10,10,10,0,0,0,107.84,15.0,0,21,1,0,124.0,2,0,0,0,0,0,0,1,0,0
用户5630,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,67.0,2,0,0,0,0,0,0,0,0,1
用户5631,5,5,8,2,0,0,0,0.0,0.0,0,8,17,0,853.0,4,3,3,0,0,0,0,1,0,0
用户5632,8,9,9,8,0,0,3,0.0,0.0,0,11,17,0,644.0,2,1,1,0,0,0,0,0,1,0
用户5633,10,10,10,10,0,0,1,0.0,0.0,0,8,17,1,384.0,5,2,1,0,0,0,0,1,0,0
用户5634,8,7,6,5,0,0,0,0.0,0.0,0,21,1,0,481.0,3,3,3,0,0,0,0,0,0,1
用户5635,4,4,4,5,0,0,0,0.0,10.0,0,16,17,1,165.0,3,2,3,2,0,0,0,1,0,0
用户5636,10,10,10,10,3,0,0,0.0,21.0,0,8,17,0,294.0,3,1,2,0,0,0,0,0,0,1
用户5637,9,8,10,9,0,0,0,0.0,0.0,0,8,17,0,805.0,6,2,1,0,0,0,0,0,0,1
用户5638,10,10,10,10,0,0,0,0.0,0.0,0,8,17,1,238.0,3,0,0,0,0,0,0,0,0,1
用户5639,10,10,10,10,0,0,0,0.0,0.0,0,21,14,0,90.0,3,0,0,0,0,0,0,0,0,1
用户5640,6,5,6,6,0,0,0,0.0,0.0,0,21,14,0,98.0,3,3,2,0,0,0,0,0,0,1
用户5641,7,6,6,6,0,6,0,28.95,10.0,0,21,1,0,29.0,-1,2,3,2,0,0,0,1,0,0
用户5642,10,10,10,10,0,0,6,0.0,0.0,0,8,17,0,83.0,4,1,1,0,0,0,0,0,0,1
用户5643,7,6,6,8,0,0,0,0.0,0.0,1,21,1,0,594.0,3,2,3,0,0,0,0,1,0,0
用户5644,1,1,1,1,0,0,0,0.0,0.0,0,21,1,1,5.0,2,2,2,0,0,0,0,0,0,1
用户5645,10,10,10,10,0,0,0,0.0,0.0,0,11,17,0,85.0,3,0,0,0,0,0,0,0,0,1
用户5646,7,8,8,8,0,0,0,0.0,0.0,0,11,17,1,478.0,4,1,1,0,0,0,0,0,0,1
用户5647,1,2,3,4,0,0,0,0.0,0.0,0,21,1,0,67.0,2,1,4,1,0,0,10,1,0,0
用户5648,10,10,10,10,0,0,0,0.0,0.0,0,21,1,0,40.0,3,0,0,0,0,0,0,0,1,0
用户5649,8,7,5,5,0,0,0,0.0,0.0,1,8,17,1,361.0,3,2,2,1,0,0,0,0,0,1
用户5650,10,10,10,10,0,0,1,0.0,0.0,0,8,17,0,124.0,4,1,2,0,0,0,0,1,0,0
用户5651,1,1,5,1,0,0,0,1520.99,45.0,0,21,1,1,206.0,4,1,4,4,0,10,0,0,0,1
用户5652,10,10,10,10,0,0,0,0.0,0.0,0,11,17,0,3.0,2,0,0,0,0,0,0,0,0,1
用户5653,1,1,1,1,0,6,0,0.0,0.0,1,8,17,0,29.0,3,1,1,0,0,0,0,0,0,1
用户5654,9,8,9,9,0,0,0,0.0,0.0,0,11,17,1,165.0,3,1,3,2,0,0,0,0,0,1
用户5655,7,7,7,7,16,0,0,0.0,0.0,0,16,17,0,71.0,3,0,0,0,0,0,0,0,0,1
用户5656,6,6,5,5,0,0,0,0.0,0.0,0,21,1,1,20.0,3,0,0,0,0,0,0,1,0,0
用户5657,10,10,10,10,0,142,0,0.0,0.0,0,15,17,1,95.0,4,0,0,0,0,0,0,0,0,1
用户5658,9,9,9,9,0,0,0,0.0,0.0,0,11,17,0,16.0,2,0,0,0,0,0,0,0,0,1
用户5659,8,9,8,8,0,0,1,0.0,0.0,0,21,1,0,468.0,3,1,1,0,0,0,0,1,0,0
用户5660,9,8,8,8,0,0,0,0.0,0.0,0,8,17,0,50.0,3,1,2,1,0,0,0,1,0,0
用户5661,10,8,8,8,0,0,0,0.0,0.0,1,21,1,1,500.0,3,0,0,0,0,0,0,0,0,1
用户5662,6,6,7,6,0,0,0,0.0,0.0,1,21,1,0,305.0,3,1,4,3,0,0,0,0,0,1
用户5663,1,3,1,3,0,0,0,0.0,0.0,0,21,14,0,5.0,3,1,4,2,10,0,0,0,0,1
用户5664,10,10,10,10,0,0,0,0.0,0.0,0,21,14,0,703.0,3,2,2,2,0,0,0,0,0,1
用户5665,1,1,1,1,0,0,2,0.0,0.0,1,16,17,0,63.0,3,3,4,2,10,0,0,1,0,0
用户5666,9,8,10,8,0,0,0,0.0,0.0,0,11,17,0,167.0,3,1,1,0,0,0,0,0,0,1
用户5667,10,7,9,8,0,0,1,0.0,0.0,0,21,14,0,100.0,3,2,4,2,0,0,0,0,0,1
用户5668,10,10,10,10,0,0,0,0.0,0.0,0,21,1,1,43.0,3,0,0,0,0,0,0,0,0,1
用户5669,8,5,6,6,0,0,0,0.0,0.0,0,15,17,0,47.0,3,1,2,0,0,0,0,0,0,1
用户5670,10,10,10,10,0,0,0,0.0,0.0,0,11,17,1,15.0,3,0,0,0,0,0,0,0,0,1
用户5671,10,10,10,10,0,0,0,0.0,0.0,0,11,17,0,68.0,3,0,0,0,0,0,0,0,0,1
用户5672,9,8,8,9,0,0,0,0.0,0.0,0,16,17,0,289.0,4,0,0,0,0,0,0,0,0,1
用户5673,5,5,5,6,0,0,0,0.0,0.0,0,21,1,0,429.0,3,2,3,0,0,0,0,0,1,0
用户5674,8,8,8,10,0,0,0,0.0,0.0,0,11,6,1,253.0,2,2,2,0,0,0,0,0,0,1
用户5675,9,8,8,8,0,0,5,0.0,66.0,0,8,17,1,219.0,5,4,4,5,0,0,0,0,0,1
用户5676,7,3,3,5,0,0,0,0.0,0.0,0,11,17,1,10.0,4,7,4,2,0,0,0,0,1,0
用户5677,10,10,10,10,0,0,0,0.0,0.0,1,8,17,0,108.0,3,0,0,0,0,0,0,0,0,1
用户5678,9,7,7,8,0,0,0,0.0,0.0,0,21,14,0,124.0,4,1,4,3,0,10,10,1,0,0
用户5679,6,6,5,4,0,0,0,0.0,0.0,0,8,17,1,122.0,3,5,4,4,0,0,0,0,0,1
用户5680,6,6,6,7,0,0,0,0.0,0.0,0,15,17,1,54.0,3,1,1,0,0,0,0,0,0,1
用户5681,2,5,1,5,0,0,0,0.0,0.0,0,11,17,0,0.0,1,1,1,1,0,0,0,0,0,1
用户5682,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,256.0,3,0,0,0,0,0,0,0,0,1
用户5683,10,10,10,10,0,0,1,0.0,0.0,0,8,17,0,72.0,3,0,0,0,0,0,0,0,0,1
用户5684,9,9,9,9,0,0,0,0.0,0.0,0,21,1,0,200.0,3,3,3,0,0,0,0,0,0,1
用户5685,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,113.0,1,3,3,2,0,0,0,0,0,1
用户5686,10,10,10,9,0,0,8,0.0,0.0,0,21,1,0,111.0,3,3,1,0,0,0,0,1,0,0
用户5687,10,10,10,7,0,0,2,0.0,0.0,0,21,1,0,357.0,3,0,0,0,0,0,0,0,0,1
用户5688,4,5,5,5,0,0,0,0.0,0.0,1,21,1,1,94.0,3,1,4,4,10,0,10,1,0,0
